tree,species,latin_binomial,family,tree_part,wsg,region,village,lat,lon
034_Fandriana,Drypetes sp. Vahl,Drypetes sp.,Putranjivaceae,trunk_base,0.72,Fandriana,Fiadanana,-20.454444,47.601389
034_Fandriana,Drypetes sp. Vahl,Drypetes sp.,Putranjivaceae,trunk_middle,0.745,Fandriana,Fiadanana,-20.454444,47.601389
034_Fandriana,Drypetes sp. Vahl,Drypetes sp.,Putranjivaceae,trunk_top,0.72,Fandriana,Fiadanana,-20.454444,47.601389
035_Fandriana,Drypetes sp. Vahl,Drypetes sp.,Putranjivaceae,branch,0.694,Fandriana,Fiadanana,-20.454444,47.601389
035_Fandriana,Drypetes sp. Vahl,Drypetes sp.,Putranjivaceae,trunk_base,0.769,Fandriana,Fiadanana,-20.454444,47.601389
035_Fandriana,Drypetes sp. Vahl,Drypetes sp.,Putranjivaceae,trunk_middle,0.739,Fandriana,Fiadanana,-20.454444,47.601389
035_Fandriana,Drypetes sp. Vahl,Drypetes sp.,Putranjivaceae,trunk_top,0.701,Fandriana,Fiadanana,-20.454444,47.601389
036_Fandriana,Drypetes sp. Vahl,Drypetes sp.,Putranjivaceae,branch,0.693,Fandriana,Fiadanana,-20.454444,47.601389
036_Fandriana,Drypetes sp. Vahl,Drypetes sp.,Putranjivaceae,trunk_base,0.74,Fandriana,Fiadanana,-20.454444,47.601389
036_Fandriana,Drypetes sp. Vahl,Drypetes sp.,Putranjivaceae,trunk_middle,0.707,Fandriana,Fiadanana,-20.454444,47.601389
036_Fandriana,Drypetes sp. Vahl,Drypetes sp.,Putranjivaceae,trunk_top,0.677,Fandriana,Fiadanana,-20.454444,47.601389
037_Fandriana,Drypetes sp. Vahl,Drypetes sp.,Putranjivaceae,branch,0.735,Fandriana,Fiadanana,-20.454444,47.601389
037_Fandriana,Drypetes sp. Vahl,Drypetes sp.,Putranjivaceae,trunk_base,0.745,Fandriana,Fiadanana,-20.454444,47.601389
037_Fandriana,Drypetes sp. Vahl,Drypetes sp.,Putranjivaceae,trunk_middle,0.724,Fandriana,Fiadanana,-20.454444,47.601389
037_Fandriana,Drypetes sp. Vahl,Drypetes sp.,Putranjivaceae,trunk_top,0.721,Fandriana,Fiadanana,-20.454444,47.601389
038_Fandriana,Drypetes sp. Vahl,Drypetes sp.,Putranjivaceae,branch,0.726,Fandriana,Fiadanana,-20.454444,47.601389
038_Fandriana,Drypetes sp. Vahl,Drypetes sp.,Putranjivaceae,trunk_base,0.717,Fandriana,Fiadanana,-20.454444,47.601389
038_Fandriana,Drypetes sp. Vahl,Drypetes sp.,Putranjivaceae,trunk_middle,0.746,Fandriana,Fiadanana,-20.454444,47.601389
038_Fandriana,Drypetes sp. Vahl,Drypetes sp.,Putranjivaceae,trunk_top,0.083,Fandriana,Fiadanana,-20.454444,47.601389
039_Fandriana,Drypetes sp. Vahl,Drypetes sp.,Putranjivaceae,branch,0.668,Fandriana,Fiadanana,-20.454444,47.601389
039_Fandriana,Drypetes sp. Vahl,Drypetes sp.,Putranjivaceae,trunk_base,0.759,Fandriana,Fiadanana,-20.454444,47.601389
039_Fandriana,Drypetes sp. Vahl,Drypetes sp.,Putranjivaceae,trunk_middle,0.727,Fandriana,Fiadanana,-20.454444,47.601389
039_Fandriana,Drypetes sp. Vahl,Drypetes sp.,Putranjivaceae,trunk_top,0.723,Fandriana,Fiadanana,-20.454444,47.601389
040_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,branch,0.549,Fandriana,Fiadanana,-20.454444,47.601389
040_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,trunk_base,0.668,Fandriana,Fiadanana,-20.454444,47.601389
040_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,trunk_middle,0.056,Fandriana,Fiadanana,-20.454444,47.601389
040_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,trunk_top,0.589,Fandriana,Fiadanana,-20.454444,47.601389
041_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,branch,0.704,Fandriana,Fiadanana,-20.454444,47.601389
041_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,trunk_base,0.766,Fandriana,Fiadanana,-20.454444,47.601389
041_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,trunk_middle,0.756,Fandriana,Fiadanana,-20.454444,47.601389
041_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,trunk_top,0.699,Fandriana,Fiadanana,-20.454444,47.601389
042_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,branch,0.658,Fandriana,Fiadanana,-20.454444,47.601389
042_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,trunk_base,0.794,Fandriana,Fiadanana,-20.454444,47.601389
042_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,trunk_middle,0.71,Fandriana,Fiadanana,-20.454444,47.601389
042_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,trunk_top,0.722,Fandriana,Fiadanana,-20.454444,47.601389
043_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,branch,0.582,Fandriana,Fiadanana,-20.454444,47.601389
043_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,trunk_base,0.661,Fandriana,Fiadanana,-20.454444,47.601389
043_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,trunk_middle,0.663,Fandriana,Fiadanana,-20.454444,47.601389
043_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,trunk_top,0.637,Fandriana,Fiadanana,-20.454444,47.601389
044_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,branch,0.706,Fandriana,Fiadanana,-20.454444,47.601389
044_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,trunk_base,0.742,Fandriana,Fiadanana,-20.454444,47.601389
044_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,trunk_middle,0.684,Fandriana,Fiadanana,-20.454444,47.601389
044_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,trunk_top,0.684,Fandriana,Fiadanana,-20.454444,47.601389
045_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,branch,0.797,Fandriana,Fiadanana,-20.454444,47.601389
045_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,trunk_base,0.825,Fandriana,Fiadanana,-20.454444,47.601389
045_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,trunk_middle,0.795,Fandriana,Fiadanana,-20.454444,47.601389
045_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,trunk_top,0.804,Fandriana,Fiadanana,-20.454444,47.601389
046_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,branch,0.615,Fandriana,Fiadanana,-20.454444,47.601389
046_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,trunk_base,0.667,Fandriana,Fiadanana,-20.454444,47.601389
046_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,trunk_middle,0.623,Fandriana,Fiadanana,-20.454444,47.601389
046_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,trunk_top,0.569,Fandriana,Fiadanana,-20.454444,47.601389
047_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,branch,0.8,Fandriana,Fiadanana,-20.454444,47.601389
047_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,trunk_base,0.767,Fandriana,Fiadanana,-20.454444,47.601389
047_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,trunk_middle,0.815,Fandriana,Fiadanana,-20.454444,47.601389
047_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,trunk_top,0.738,Fandriana,Fiadanana,-20.454444,47.601389
048_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,branch,0.434,Fandriana,Fiadanana,-20.454444,47.601389
048_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,trunk_base,0.764,Fandriana,Fiadanana,-20.454444,47.601389
048_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,trunk_middle,0.728,Fandriana,Fiadanana,-20.454444,47.601389
048_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,trunk_top,0.731,Fandriana,Fiadanana,-20.454444,47.601389
049_Fandriana,Macaranga sp. Thouars,Macaranga sp.,Euphorbiaceae,branch,0.469,Fandriana,Fiadanana,-20.454444,47.601389
049_Fandriana,Macaranga sp. Thouars,Macaranga sp.,Euphorbiaceae,trunk_base,0.396,Fandriana,Fiadanana,-20.454444,47.601389
049_Fandriana,Macaranga sp. Thouars,Macaranga sp.,Euphorbiaceae,trunk_middle,0.428,Fandriana,Fiadanana,-20.454444,47.601389
049_Fandriana,Macaranga sp. Thouars,Macaranga sp.,Euphorbiaceae,trunk_top,0.459,Fandriana,Fiadanana,-20.454444,47.601389
050_Fandriana,Macaranga sp. Thouars,Macaranga sp.,Euphorbiaceae,branch,0.455,Fandriana,Fiadanana,-20.454444,47.601389
050_Fandriana,Macaranga sp. Thouars,Macaranga sp.,Euphorbiaceae,trunk_base,0.387,Fandriana,Fiadanana,-20.454444,47.601389
050_Fandriana,Macaranga sp. Thouars,Macaranga sp.,Euphorbiaceae,trunk_middle,0.389,Fandriana,Fiadanana,-20.454444,47.601389
050_Fandriana,Macaranga sp. Thouars,Macaranga sp.,Euphorbiaceae,trunk_top,0.456,Fandriana,Fiadanana,-20.454444,47.601389
051_Fandriana,Macaranga sp. Thouars,Macaranga sp.,Euphorbiaceae,branch,0.3,Fandriana,Fiadanana,-20.454444,47.601389
051_Fandriana,Macaranga sp. Thouars,Macaranga sp.,Euphorbiaceae,trunk_base,0.322,Fandriana,Fiadanana,-20.454444,47.601389
051_Fandriana,Macaranga sp. Thouars,Macaranga sp.,Euphorbiaceae,trunk_middle,0.297,Fandriana,Fiadanana,-20.454444,47.601389
051_Fandriana,Macaranga sp. Thouars,Macaranga sp.,Euphorbiaceae,trunk_top,0.331,Fandriana,Fiadanana,-20.454444,47.601389
052_Fandriana,Macaranga sp. Thouars,Macaranga sp.,Euphorbiaceae,branch,0.424,Fandriana,Fiadanana,-20.454444,47.601389
052_Fandriana,Macaranga sp. Thouars,Macaranga sp.,Euphorbiaceae,trunk_base,0.463,Fandriana,Fiadanana,-20.454444,47.601389
052_Fandriana,Macaranga sp. Thouars,Macaranga sp.,Euphorbiaceae,trunk_middle,0.455,Fandriana,Fiadanana,-20.454444,47.601389
052_Fandriana,Macaranga sp. Thouars,Macaranga sp.,Euphorbiaceae,trunk_top,0.497,Fandriana,Fiadanana,-20.454444,47.601389
053_Fandriana,Macaranga sp. Thouars,Macaranga sp.,Euphorbiaceae,branch,0.432,Fandriana,Fiadanana,-20.454444,47.601389
053_Fandriana,Macaranga sp. Thouars,Macaranga sp.,Euphorbiaceae,trunk_base,0.376,Fandriana,Fiadanana,-20.454444,47.601389
053_Fandriana,Macaranga sp. Thouars,Macaranga sp.,Euphorbiaceae,trunk_middle,0.349,Fandriana,Fiadanana,-20.454444,47.601389
053_Fandriana,Macaranga sp. Thouars,Macaranga sp.,Euphorbiaceae,trunk_top,0.397,Fandriana,Fiadanana,-20.454444,47.601389
054_Fandriana,Macaranga sp. Thouars,Macaranga sp.,Euphorbiaceae,branch,0.415,Fandriana,Fiadanana,-20.454444,47.601389
054_Fandriana,Macaranga sp. Thouars,Macaranga sp.,Euphorbiaceae,trunk_base,0.385,Fandriana,Fiadanana,-20.454444,47.601389
054_Fandriana,Macaranga sp. Thouars,Macaranga sp.,Euphorbiaceae,trunk_middle,0.373,Fandriana,Fiadanana,-20.454444,47.601389
054_Fandriana,Macaranga sp. Thouars,Macaranga sp.,Euphorbiaceae,trunk_top,0.382,Fandriana,Fiadanana,-20.454444,47.601389
055_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,branch,0.586,Fandriana,Fiadanana,-20.454444,47.601389
055_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,trunk_base,0.619,Fandriana,Fiadanana,-20.454444,47.601389
055_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,trunk_middle,0.539,Fandriana,Fiadanana,-20.454444,47.601389
055_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,trunk_top,0.598,Fandriana,Fiadanana,-20.454444,47.601389
056_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,branch,0.513,Fandriana,Fiadanana,-20.454444,47.601389
056_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,trunk_base,0.613,Fandriana,Fiadanana,-20.454444,47.601389
056_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,trunk_middle,0.505,Fandriana,Fiadanana,-20.454444,47.601389
056_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,trunk_top,0.53,Fandriana,Fiadanana,-20.454444,47.601389
057_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,branch,0.522,Fandriana,Fiadanana,-20.454444,47.601389
057_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,trunk_base,0.55,Fandriana,Fiadanana,-20.454444,47.601389
057_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,trunk_middle,0.508,Fandriana,Fiadanana,-20.454444,47.601389
057_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,trunk_top,0.513,Fandriana,Fiadanana,-20.454444,47.601389
058_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,branch,0.597,Fandriana,Fiadanana,-20.454444,47.601389
058_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,trunk_base,0.651,Fandriana,Fiadanana,-20.454444,47.601389
058_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,trunk_middle,0.626,Fandriana,Fiadanana,-20.454444,47.601389
058_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,trunk_top,0.585,Fandriana,Fiadanana,-20.454444,47.601389
059_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,branch,0.603,Fandriana,Fiadanana,-20.454444,47.601389
059_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,trunk_base,0.631,Fandriana,Fiadanana,-20.454444,47.601389
059_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,trunk_middle,0.713,Fandriana,Fiadanana,-20.454444,47.601389
059_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,trunk_top,0.742,Fandriana,Fiadanana,-20.454444,47.601389
060_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,branch,0.572,Fandriana,Fiadanana,-20.454444,47.601389
060_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,trunk_base,0.679,Fandriana,Fiadanana,-20.454444,47.601389
060_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,trunk_middle,0.688,Fandriana,Fiadanana,-20.454444,47.601389
060_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,trunk_top,0.687,Fandriana,Fiadanana,-20.454444,47.601389
061_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,branch,0.611,Fandriana,Fiadanana,-20.454444,47.601389
061_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,trunk_base,0.697,Fandriana,Fiadanana,-20.454444,47.601389
061_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,trunk_middle,0.619,Fandriana,Fiadanana,-20.454444,47.601389
061_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,trunk_top,0.661,Fandriana,Fiadanana,-20.454444,47.601389
062_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,branch,0.486,Fandriana,Fiadanana,-20.454444,47.601389
062_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,trunk_base,0.69,Fandriana,Fiadanana,-20.454444,47.601389
062_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,trunk_middle,0.573,Fandriana,Fiadanana,-20.454444,47.601389
062_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,trunk_top,0.506,Fandriana,Fiadanana,-20.454444,47.601389
063_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,branch,0.603,Fandriana,Fiadanana,-20.454444,47.601389
063_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,trunk_base,0.648,Fandriana,Fiadanana,-20.454444,47.601389
063_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,trunk_middle,0.615,Fandriana,Fiadanana,-20.454444,47.601389
063_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,trunk_top,0.619,Fandriana,Fiadanana,-20.454444,47.601389
064_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,branch,0.372,Fandriana,Fiadanana,-20.454444,47.601389
064_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,trunk_base,0.446,Fandriana,Fiadanana,-20.454444,47.601389
064_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,trunk_middle,0.473,Fandriana,Fiadanana,-20.454444,47.601389
064_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,trunk_top,0.461,Fandriana,Fiadanana,-20.454444,47.601389
065_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,branch,0.54,Fandriana,Fiadanana,-20.454444,47.601389
065_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,trunk_base,0.501,Fandriana,Fiadanana,-20.454444,47.601389
065_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,trunk_middle,0.543,Fandriana,Fiadanana,-20.454444,47.601389
065_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,trunk_top,0.569,Fandriana,Fiadanana,-20.454444,47.601389
066_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,branch,0.537,Fandriana,Fiadanana,-20.454444,47.601389
066_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,trunk_base,0.498,Fandriana,Fiadanana,-20.454444,47.601389
066_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,trunk_middle,0.512,Fandriana,Fiadanana,-20.454444,47.601389
066_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,trunk_top,0.543,Fandriana,Fiadanana,-20.454444,47.601389
067_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,branch,0.497,Fandriana,Fiadanana,-20.454444,47.601389
067_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,trunk_base,0.475,Fandriana,Fiadanana,-20.454444,47.601389
067_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,trunk_middle,0.483,Fandriana,Fiadanana,-20.454444,47.601389
067_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,trunk_top,0.493,Fandriana,Fiadanana,-20.454444,47.601389
068_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,branch,0.546,Fandriana,Fiadanana,-20.454444,47.601389
068_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,trunk_base,0.523,Fandriana,Fiadanana,-20.454444,47.601389
068_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,trunk_middle,0.536,Fandriana,Fiadanana,-20.454444,47.601389
068_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,trunk_top,0.505,Fandriana,Fiadanana,-20.454444,47.601389
069_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,branch,0.56,Fandriana,Fiadanana,-20.454444,47.601389
069_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,trunk_base,0.497,Fandriana,Fiadanana,-20.454444,47.601389
069_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,trunk_middle,0.579,Fandriana,Fiadanana,-20.454444,47.601389
069_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,trunk_top,0.571,Fandriana,Fiadanana,-20.454444,47.601389
070_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,branch,0.589,Fandriana,Fiadanana,-20.454444,47.601389
070_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,trunk_base,0.449,Fandriana,Fiadanana,-20.454444,47.601389
070_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,trunk_middle,0.466,Fandriana,Fiadanana,-20.454444,47.601389
070_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,trunk_top,0.529,Fandriana,Fiadanana,-20.454444,47.601389
071_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,branch,0.558,Fandriana,Fiadanana,-20.454444,47.601389
071_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,trunk_base,0.504,Fandriana,Fiadanana,-20.454444,47.601389
071_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,trunk_middle,0.52,Fandriana,Fiadanana,-20.454444,47.601389
071_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,trunk_top,0.521,Fandriana,Fiadanana,-20.454444,47.601389
072_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,branch,0.537,Fandriana,Fiadanana,-20.454444,47.601389
072_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,trunk_base,0.384,Fandriana,Fiadanana,-20.454444,47.601389
072_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,trunk_middle,0.501,Fandriana,Fiadanana,-20.454444,47.601389
072_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,trunk_top,0.477,Fandriana,Fiadanana,-20.454444,47.601389
073_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,branch,0.698,Fandriana,Fiadanana,-20.454444,47.601389
073_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,trunk_base,0.762,Fandriana,Fiadanana,-20.454444,47.601389
073_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,trunk_middle,0.709,Fandriana,Fiadanana,-20.454444,47.601389
073_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,trunk_top,0.677,Fandriana,Fiadanana,-20.454444,47.601389
074_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,branch,0.645,Fandriana,Fiadanana,-20.454444,47.601389
074_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,trunk_base,0.7,Fandriana,Fiadanana,-20.454444,47.601389
074_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,trunk_middle,0.668,Fandriana,Fiadanana,-20.454444,47.601389
074_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,trunk_top,0.669,Fandriana,Fiadanana,-20.454444,47.601389
075_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,branch,0.647,Fandriana,Fiadanana,-20.454444,47.601389
075_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,trunk_base,0.632,Fandriana,Fiadanana,-20.454444,47.601389
075_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,trunk_middle,0.609,Fandriana,Fiadanana,-20.454444,47.601389
075_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,trunk_top,0.594,Fandriana,Fiadanana,-20.454444,47.601389
076_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,trunk_base,0.708,Fandriana,Fiadanana,-20.454444,47.601389
076_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,trunk_middle,0.649,Fandriana,Fiadanana,-20.454444,47.601389
076_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,trunk_top,0.68,Fandriana,Fiadanana,-20.454444,47.601389
077_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,branch,0.574,Fandriana,Fiadanana,-20.454444,47.601389
077_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,trunk_base,0.587,Fandriana,Fiadanana,-20.454444,47.601389
077_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,trunk_middle,0.593,Fandriana,Fiadanana,-20.454444,47.601389
077_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,trunk_top,0.565,Fandriana,Fiadanana,-20.454444,47.601389
078_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,branch,0.579,Fandriana,Fiadanana,-20.454444,47.601389
078_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,trunk_base,0.604,Fandriana,Fiadanana,-20.454444,47.601389
078_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,trunk_middle,0.642,Fandriana,Fiadanana,-20.454444,47.601389
078_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,trunk_top,0.562,Fandriana,Fiadanana,-20.454444,47.601389
079_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,branch,0.73,Fandriana,Fiadanana,-20.454444,47.601389
079_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,trunk_base,0.689,Fandriana,Fiadanana,-20.454444,47.601389
079_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,trunk_middle,0.669,Fandriana,Fiadanana,-20.454444,47.601389
079_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,trunk_top,0.623,Fandriana,Fiadanana,-20.454444,47.601389
080_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,branch,0.537,Fandriana,Fiadanana,-20.454444,47.601389
080_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,trunk_base,0.61,Fandriana,Fiadanana,-20.454444,47.601389
080_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,trunk_middle,0.465,Fandriana,Fiadanana,-20.454444,47.601389
080_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,trunk_top,0.578,Fandriana,Fiadanana,-20.454444,47.601389
081_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,branch,0.834,Fandriana,Fiadanana,-20.454444,47.601389
081_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,trunk_base,0.695,Fandriana,Fiadanana,-20.454444,47.601389
081_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,trunk_middle,0.711,Fandriana,Fiadanana,-20.454444,47.601389
081_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,trunk_top,0.675,Fandriana,Fiadanana,-20.454444,47.601389
