tree,species,latin_binomial,family,region,village,lat,lon,wsg
011_Ivohibe,Cryptocarya ovalifolia (Danguy) van der Werff,Cryptocarya ovalifolia,Lauraceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.525
012_Ivohibe,Cryptocarya ovalifolia (Danguy) van der Werff,Cryptocarya ovalifolia,Lauraceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.511
013_Ivohibe,Cryptocarya sp. R. Br.,Cryptocarya sp.,Lauraceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.584
014_Ivohibe,Cryptocarya ovalifolia (Danguy) van der Werff,Cryptocarya ovalifolia,Lauraceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.559
015_Ivohibe,Cryptocarya ovalifolia (Danguy) van der Werff,Cryptocarya ovalifolia,Lauraceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.521
016_Ivohibe,Cryptocarya sp. R. Br.,Cryptocarya sp.,Lauraceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.63
017_Ivohibe,Cryptocarya ovalifolia (Danguy) van der Werff,Cryptocarya ovalifolia,Lauraceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.541
018_Ivohibe,Cryptocarya ovalifolia (Danguy) van der Werff,Cryptocarya ovalifolia,Lauraceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.531
019_Ivohibe,Ficus sp. L.,Ficus sp.,Moraceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.461
020_Ivohibe,Ficus sp. L.,Ficus sp.,Moraceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.463
021_Ivohibe,Psorospermum androsaemifolium Baker,Psorospermum androsaemifolium,Hypericaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.684
022_Ivohibe,Ficus soroceoides Baker,Ficus soroceoides,Moraceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.538
023_Ivohibe,Ficus soroceoides Baker,Ficus soroceoides,Moraceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.531
024_Ivohibe,Ficus soroceoides Baker,Ficus soroceoides,Moraceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.518
025_Ivohibe,Ficus tiliifolia Baker,Ficus tiliifolia,Moraceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.454
026_Ivohibe,Ficus soroceoides Baker,Ficus soroceoides,Moraceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.532
027_Ivohibe,Ficus sp. L.,Ficus sp.,Moraceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.445
028_Ivohibe,Grewia apetala Juss.,Grewia apetala,Malvaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.379
029_Ivohibe,Grewia apetala Juss.,Grewia apetala,Malvaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.326
030_Ivohibe,Grewia apetala Juss.,Grewia apetala,Malvaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.364
031_Ivohibe,Dombeya sp. Cav.,Dombeya sp.,Malvaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.275
032_Ivohibe,Dombeya sp. Cav.,Dombeya sp.,Malvaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.259
033_Ivohibe,Dombeya sp. Cav.,Dombeya sp.,Malvaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.273
034_Ivohibe,Dombeya sp. Cav.,Dombeya sp.,Malvaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.257
035_Ivohibe,Dombeya sp. Cav.,Dombeya sp.,Malvaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.256
036_Ivohibe,Dombeya sp. Cav.,Dombeya sp.,Malvaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.292
037_Ivohibe,Harungana madagascariensis (Lam. ex Poir.) Choisy,Harungana madagascariensis,Hypericaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.468
038_Ivohibe,Harungana madagascariensis (Lam. ex Poir.) Choisy,Harungana madagascariensis,Hypericaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.469
039_Ivohibe,Harungana madagascariensis (Lam. ex Poir.) Choisy,Harungana madagascariensis,Hypericaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.475
040_Ivohibe,Harungana madagascariensis (Lam. ex Poir.) Choisy,Harungana madagascariensis,Hypericaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.48
041_Ivohibe,Harungana madagascariensis (Lam. ex Poir.) Choisy,Harungana madagascariensis,Hypericaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.482
042_Ivohibe,Harungana madagascariensis (Lam. ex Poir.) Choisy,Harungana madagascariensis,Hypericaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.456
043_Ivohibe,Harungana madagascariensis (Lam. ex Poir.) Choisy,Harungana madagascariensis,Hypericaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.491
044_Ivohibe,Harungana madagascariensis (Lam. ex Poir.) Choisy,Harungana madagascariensis,Hypericaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.454
045_Ivohibe,Harungana madagascariensis (Lam. ex Poir.) Choisy,Harungana madagascariensis,Hypericaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.466
046_Ivohibe,Homalium sp. Jacq.,Homalium sp.,Salicaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.783
047_Ivohibe,Homalium sp. Jacq.,Homalium sp.,Salicaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.743
048_Ivohibe,Homalium sp. Jacq.,Homalium sp.,Salicaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.754
049_Ivohibe,Homalium sp. Jacq.,Homalium sp.,Salicaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.771
050_Ivohibe,Homalium sp. Jacq.,Homalium sp.,Salicaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.782
051_Ivohibe,Homalium sp. Jacq.,Homalium sp.,Salicaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.781
052_Ivohibe,Homalium sp. Jacq.,Homalium sp.,Salicaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.773
053_Ivohibe,Homalium sp. Jacq.,Homalium sp.,Salicaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.768
054_Ivohibe,Homalium sp. Jacq.,Homalium sp.,Salicaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.804
055_Ivohibe,Macaranga macropoda Baker,Macaranga macropoda,Euphorbiaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.413
056_Ivohibe,Macaranga macropoda Baker,Macaranga macropoda,Euphorbiaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.406
057_Ivohibe,Macaranga macropoda Baker,Macaranga macropoda,Euphorbiaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.392
058_Ivohibe,Macaranga macropoda Baker,Macaranga macropoda,Euphorbiaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.397
059_Ivohibe,Macaranga macropoda Baker,Macaranga macropoda,Euphorbiaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.441
060_Ivohibe,Macaranga macropoda Baker,Macaranga macropoda,Euphorbiaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.405
061_Ivohibe,Macaranga macropoda Baker,Macaranga macropoda,Euphorbiaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.407
062_Ivohibe,Macaranga macropoda Baker,Macaranga macropoda,Euphorbiaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.434
063_Ivohibe,Macaranga macropoda Baker,Macaranga macropoda,Euphorbiaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.438
064_Ivohibe,Ocotea racemosa (Danguy) Kosterm.,Ocotea racemosa,Lauraceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.572
065_Ivohibe,Ocotea racemosa (Danguy) Kosterm.,Ocotea racemosa,Lauraceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.548
066_Ivohibe,Ocotea racemosa (Danguy) Kosterm.,Ocotea racemosa,Lauraceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.525
067_Ivohibe,Ocotea cymosa (Nees) Palacky,Ocotea cymosa,Lauraceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.541
068_Ivohibe,Ocotea racemosa (Danguy) Kosterm.,Ocotea racemosa,Lauraceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.551
069_Ivohibe,Ocotea racemosa (Danguy) Kosterm.,Ocotea racemosa,Lauraceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.561
070_Ivohibe,Ocotea cymosa (Nees) Palacky,Ocotea cymosa,Lauraceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.554
071_Ivohibe,Ocotea cymosa (Nees) Palacky,Ocotea cymosa,Lauraceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.529
072_Ivohibe,Ocotea cymosa (Nees) Palacky,Ocotea cymosa,Lauraceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.539
073_Ivohibe,Mascarenhasia arborescens A. DC.,Mascarenhasia arborescens,Apocynaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.633
074_Ivohibe,Mascarenhasia arborescens A. DC.,Mascarenhasia arborescens,Apocynaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.647
075_Ivohibe,Weinmannia bojeriana Tul.,Weinmannia bojeriana,Cunoniaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.569
076_Ivohibe,Mammea sp. L.,Mammea sp.,Calophyllaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.691
077_Ivohibe,Mammea sp. L.,Mammea sp.,Calophyllaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.687
078_Ivohibe,Mammea sp. L.,Mammea sp.,Calophyllaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.681
079_Ivohibe,Mammea sp. L.,Mammea sp.,Calophyllaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.658
080_Ivohibe,Weinmannia bojeriana Tul.,Weinmannia bojeriana,Cunoniaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.604
081_Ivohibe,Mammea sp. L.,Mammea sp.,Calophyllaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.664
082_Ivohibe,Syzygium emirnense (Baker) Labat & G.E. Schatz,Syzygium emirnense,Myrtaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.642
083_Ivohibe,Syzygium emirnense (Baker) Labat & G.E. Schatz,Syzygium emirnense,Myrtaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.697
084_Ivohibe,Syzygium emirnense (Baker) Labat & G.E. Schatz,Syzygium emirnense,Myrtaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.642
085_Ivohibe,Syzygium emirnense (Baker) Labat & G.E. Schatz,Syzygium emirnense,Myrtaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.686
086_Ivohibe,Syzygium emirnense (Baker) Labat & G.E. Schatz,Syzygium emirnense,Myrtaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.703
087_Ivohibe,Syzygium emirnense (Baker) Labat & G.E. Schatz,Syzygium emirnense,Myrtaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.696
088_Ivohibe,Syzygium emirnense (Baker) Labat & G.E. Schatz,Syzygium emirnense,Myrtaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.699
089_Ivohibe,Syzygium sp. P. Browne ex Gaertn.,Syzygium sp.,Myrtaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.645
090_Ivohibe,Syzygium emirnense (Baker) Labat & G.E. Schatz,Syzygium emirnense,Myrtaceae,Ivohibe,Sakaroa,-22.439167,46.989722,0.695
