"Tree"	"Family"	"Genus"	"Species"	"TreePart"	"MoistWeight"	"MoistVol1"	"DryWeight"	"MoistVol2"	"Site"	"Worker"
"DRY1"	"Euphorbiaceae"	"Drypetes"	"Drypetes sp."	"tr.h"	130	114.55	7.211	9.9	"Fandriana"	"Samuelson"
"DRY5"	"Euphorbiaceae"	"Drypetes"	"Drypetes sp."	"tr.h"	49	45.55	3.79	45.1	"Fandriana"	"Samuelson"
"DRY4"	"Euphorbiaceae"	"Drypetes"	"Drypetes sp."	"tr.h"	33	31.55	5.911	8.1	"Fandriana"	"Samuelson"
"DRY3"	"Euphorbiaceae"	"Drypetes"	"Drypetes sp."	"tr.h"	94	95.85	28.167	41.1	"Fandriana"	"Samuelson"
"B1"	"Euphorbiaceae"	"Euphorbia"	"Euphorbia tiricali"	"br"	7.505	7.3	2.976	7.3	"Fort-Dauphin-Dry"	"Sarobidy"
"B1"	"Euphorbiaceae"	"Euphorbia"	"Euphorbia tiricali"	"b"	6.822	7.5	2.84	7.5	"Fort-Dauphin-Dry"	"Sarobidy"
"B1"	"Euphorbiaceae"	"Euphorbia"	"Euphorbia tiricali"	"m"	11.767	12.6	5.492	12.6	"Fort-Dauphin-Dry"	"Sarobidy"
"B1"	"Euphorbiaceae"	"Euphorbia"	"Euphorbia tiricali"	"h"	12.228	12.2	4.428	12.2	"Fort-Dauphin-Dry"	"Sarobidy"
"B2"	"Euphorbiaceae"	"Euphorbia"	"Euphorbia stenoclada"	"br"	5.5	5.6	2.08	5.6	"Fort-Dauphin-Dry"	"Sarobidy"
"B2"	"Euphorbiaceae"	"Euphorbia"	"Euphorbia stenoclada"	"b"	9.799	10.9	3.691	10.9	"Fort-Dauphin-Dry"	"Sarobidy"
"B2"	"Euphorbiaceae"	"Euphorbia"	"Euphorbia stenoclada"	"m"	11.59	13	4.521	13	"Fort-Dauphin-Dry"	"Sarobidy"
"B2"	"Euphorbiaceae"	"Euphorbia"	"Euphorbia stenoclada"	"h"	8.103	9.1	2.816	9.1	"Fort-Dauphin-Dry"	"Sarobidy"
"B3"	"Euphorbiaceae"	"Euphorbia"	"Euphorbia laro"	"br"	7.953	8.4	2.745	8.4	"Fort-Dauphin-Dry"	"Sarobidy"
"B3"	"Euphorbiaceae"	"Euphorbia"	"Euphorbia laro"	"b"	12.725	12.9	6.178	12.9	"Fort-Dauphin-Dry"	"Sarobidy"
"B3"	"Euphorbiaceae"	"Euphorbia"	"Euphorbia laro"	"m"	8.622	9.3	4.739	9.3	"Fort-Dauphin-Dry"	"Sarobidy"
"B3"	"Euphorbiaceae"	"Euphorbia"	"Euphorbia laro"	"h"	9.143	9.9	2.968	9.9	"Fort-Dauphin-Dry"	"Sarobidy"
"B4"	"Euphorbiaceae"	"Euphorbia"	"Euphorbia tiricali"	"br"	10.792	11.3	3.06	11.3	"Fort-Dauphin-Dry"	"Sarobidy"
"B4"	"Euphorbiaceae"	"Euphorbia"	"Euphorbia tiricali"	"b"	13.159	15.8	5.311	15.8	"Fort-Dauphin-Dry"	"Sarobidy"
"B4"	"Euphorbiaceae"	"Euphorbia"	"Euphorbia tiricali"	"m"	18.103	21.5	7.214	21.5	"Fort-Dauphin-Dry"	"Sarobidy"
"B4"	"Euphorbiaceae"	"Euphorbia"	"Euphorbia tiricali"	"h"	9.455	11.5	3.608	11.5	"Fort-Dauphin-Dry"	"Sarobidy"
"B5"	"Euphorbiaceae"	"Euphorbia"	"Euphorbia stenoclada"	"br"	8.028	8.5	3.211	8.5	"Fort-Dauphin-Dry"	"Sarobidy"
"B5"	"Euphorbiaceae"	"Euphorbia"	"Euphorbia stenoclada"	"b"	15.233	14.6	7.748	14.6	"Fort-Dauphin-Dry"	"Sarobidy"
"B5"	"Euphorbiaceae"	"Euphorbia"	"Euphorbia stenoclada"	"m"	9.207	9.2	3.763	9.2	"Fort-Dauphin-Dry"	"Sarobidy"
"B5"	"Euphorbiaceae"	"Euphorbia"	"Euphorbia stenoclada"	"h"	12.548	13.3	5.218	13.3	"Fort-Dauphin-Dry"	"Sarobidy"
"B6"	"Euphorbiaceae"	"Euphorbia"	"Euphorbia laro"	"br"	8.773	8.7	3.904	8.7	"Fort-Dauphin-Dry"	"Sarobidy"
"B6"	"Euphorbiaceae"	"Euphorbia"	"Euphorbia laro"	"b"	15.259	17.3	8.046	17.3	"Fort-Dauphin-Dry"	"Sarobidy"
"B6"	"Euphorbiaceae"	"Euphorbia"	"Euphorbia laro"	"m"	11.028	10.4	5.078	10.4	"Fort-Dauphin-Dry"	"Sarobidy"
"B6"	"Euphorbiaceae"	"Euphorbia"	"Euphorbia laro"	"h"	12.957	14	6.405	14	"Fort-Dauphin-Dry"	"Sarobidy"
"B7"	"Euphorbiaceae"	"Euphorbia"	"Euphorbia tiricali"	"br"	8.77	11.5	4.327	11.5	"Fort-Dauphin-Dry"	"Sarobidy"
"B7"	"Euphorbiaceae"	"Euphorbia"	"Euphorbia tiricali"	"b"	15.604	16.3	6.197	16.3	"Fort-Dauphin-Dry"	"Sarobidy"
"B7"	"Euphorbiaceae"	"Euphorbia"	"Euphorbia tiricali"	"m"	17.713	14	4.785	14	"Fort-Dauphin-Dry"	"Sarobidy"
"B7"	"Euphorbiaceae"	"Euphorbia"	"Euphorbia tiricali"	"h"	11.729	12.3	4.66	12.3	"Fort-Dauphin-Dry"	"Sarobidy"
"B8"	"Euphorbiaceae"	"Euphorbia"	"Euphorbia stenoclada"	"br"	10.867	10.4	4.297	10.4	"Fort-Dauphin-Dry"	"Sarobidy"
"B8"	"Euphorbiaceae"	"Euphorbia"	"Euphorbia stenoclada"	"b"	15.56	17.1	7.196	17.1	"Fort-Dauphin-Dry"	"Sarobidy"
"B8"	"Euphorbiaceae"	"Euphorbia"	"Euphorbia stenoclada"	"m"	13.034	18.5	8.021	18.5	"Fort-Dauphin-Dry"	"Sarobidy"
"B8"	"Euphorbiaceae"	"Euphorbia"	"Euphorbia stenoclada"	"h"	11.407	12.1	4.619	12.1	"Fort-Dauphin-Dry"	"Sarobidy"
"B9"	"Euphorbiaceae"	"Euphorbia"	"Euphorbia laro"	"br"	14.279	15.4	7.832	15.4	"Fort-Dauphin-Dry"	"Sarobidy"
"B9"	"Euphorbiaceae"	"Euphorbia"	"Euphorbia laro"	"b"	18.266	20.6	9.061	20.6	"Fort-Dauphin-Dry"	"Sarobidy"
"B9"	"Euphorbiaceae"	"Euphorbia"	"Euphorbia laro"	"m"	15.186	17.2	7.184	17.2	"Fort-Dauphin-Dry"	"Sarobidy"
"B9"	"Euphorbiaceae"	"Euphorbia"	"Euphorbia laro"	"h"	17.332	17.8	8.221	17.8	"Fort-Dauphin-Dry"	"Sarobidy"
"Maca1"	"Euphorbiaceae"	"Macaranga"	"Macaranga macropoda"	"tr.h"	40	45	3.998	9.5	"Ivohibe"	"Zafyson"
"Maca1"	"Euphorbiaceae"	"Macaranga"	"Macaranga macropoda"	"tr.m"	44	55	2.235	5.6	"Ivohibe"	"Zafyson"
"Maca1"	"Euphorbiaceae"	"Macaranga"	"Macaranga macropoda"	"tr.b"	62	76	3.064	7	"Ivohibe"	"Zafyson"
"Maca1"	"Euphorbiaceae"	"Macaranga"	"Macaranga macropoda"	"br"	13	15	2.357	5.7	"Ivohibe"	"Zafyson"
"Maca2"	"Euphorbiaceae"	"Macaranga"	"Macaranga macropoda"	"tr.h"	38	44	3.255	7.6	"Ivohibe"	"Zafyson"
"Maca2"	"Euphorbiaceae"	"Macaranga"	"Macaranga macropoda"	"tr.m"	33	40	2.892	6.9	"Ivohibe"	"Zafyson"
"Maca2"	"Euphorbiaceae"	"Macaranga"	"Macaranga macropoda"	"tr.b"	62	77	3.201	8	"Ivohibe"	"Zafyson"
"Maca2"	"Euphorbiaceae"	"Macaranga"	"Macaranga macropoda"	"br"	33	41	2.984	7.5	"Ivohibe"	"Zafyson"
"Maca3"	"Euphorbiaceae"	"Macaranga"	"Macaranga macropoda"	"tr.h"	28	35	3.506	8.8	"Ivohibe"	"Zafyson"
"Maca3"	"Euphorbiaceae"	"Macaranga"	"Macaranga macropoda"	"tr.m"	26	34	2.306	5.9	"Ivohibe"	"Zafyson"
"Maca3"	"Euphorbiaceae"	"Macaranga"	"Macaranga macropoda"	"tr.b"	47	56	3.408	8.2	"Ivohibe"	"Zafyson"
"Maca3"	"Euphorbiaceae"	"Macaranga"	"Macaranga macropoda"	"br"	17	21	2.916	7.6	"Ivohibe"	"Zafyson"
"Maca4"	"Euphorbiaceae"	"Macaranga"	"Macaranga macropoda"	"tr.h"	50	62	3.165	8.1	"Ivohibe"	"Zafyson"
"Maca4"	"Euphorbiaceae"	"Macaranga"	"Macaranga macropoda"	"tr.m"	55	69	4.117	9.8	"Ivohibe"	"Zafyson"
"Maca4"	"Euphorbiaceae"	"Macaranga"	"Macaranga macropoda"	"tr.b"	72	84	1.776	4.2	"Ivohibe"	"Zafyson"
"Maca4"	"Euphorbiaceae"	"Macaranga"	"Macaranga macropoda"	"br"	37	43	1.8	4.8	"Ivohibe"	"Zafyson"
"Maca5"	"Euphorbiaceae"	"Macaranga"	"Macaranga macropoda"	"tr.h"	49	55	5.891	12.7	"Ivohibe"	"Zafyson"
"Maca5"	"Euphorbiaceae"	"Macaranga"	"Macaranga macropoda"	"tr.m"	71	79	4.024	9	"Ivohibe"	"Zafyson"
"Maca5"	"Euphorbiaceae"	"Macaranga"	"Macaranga macropoda"	"tr.b"	57	63	4.534	10.5	"Ivohibe"	"Zafyson"
"Maca5"	"Euphorbiaceae"	"Macaranga"	"Macaranga macropoda"	"br"	46	51	4.689	10.6	"Ivohibe"	"Zafyson"
"Maca6"	"Euphorbiaceae"	"Macaranga"	"Macaranga macropoda"	"tr.h"	39	46	3.28	7.7	"Ivohibe"	"Zafyson"
"Maca6"	"Euphorbiaceae"	"Macaranga"	"Macaranga macropoda"	"tr.m"	34	40	2.658	6.5	"Ivohibe"	"Zafyson"
"Maca6"	"Euphorbiaceae"	"Macaranga"	"Macaranga macropoda"	"tr.b"	61	76	3.016	7.5	"Ivohibe"	"Zafyson"
"Maca6"	"Euphorbiaceae"	"Macaranga"	"Macaranga macropoda"	"br"	32	40	2.95	7.3	"Ivohibe"	"Zafyson"
"Maca7"	"Euphorbiaceae"	"Macaranga"	"Macaranga macropoda"	"tr.h"	51	59	3.769	9.3	"Ivohibe"	"Zafyson"
"Maca7"	"Euphorbiaceae"	"Macaranga"	"Macaranga macropoda"	"tr.m"	48	58	3.925	10	"Ivohibe"	"Zafyson"
"Maca7"	"Euphorbiaceae"	"Macaranga"	"Macaranga macropoda"	"tr.b"	68	80	4.172	9.6	"Ivohibe"	"Zafyson"
"Maca7"	"Euphorbiaceae"	"Macaranga"	"Macaranga macropoda"	"br"	39	47	3.92	9.5	"Ivohibe"	"Zafyson"
"Maca8"	"Euphorbiaceae"	"Macaranga"	"Macaranga macropoda"	"tr.h"	77	86	5.188	12	"Ivohibe"	"Zafyson"
"Maca8"	"Euphorbiaceae"	"Macaranga"	"Macaranga macropoda"	"tr.m"	72	79	5.974	12.9	"Ivohibe"	"Zafyson"
"Maca8"	"Euphorbiaceae"	"Macaranga"	"Macaranga macropoda"	"tr.b"	69	81	4.128	9.9	"Ivohibe"	"Zafyson"
"Maca8"	"Euphorbiaceae"	"Macaranga"	"Macaranga macropoda"	"br"	56	62	3.851	8.7	"Ivohibe"	"Zafyson"
"Maca9"	"Euphorbiaceae"	"Macaranga"	"Macaranga macropoda"	"tr.h"	76	86	4.341	9.4	"Ivohibe"	"Zafyson"
"Maca9"	"Euphorbiaceae"	"Macaranga"	"Macaranga macropoda"	"tr.m"	93	108	5.319	11.9	"Ivohibe"	"Zafyson"
"Maca9"	"Euphorbiaceae"	"Macaranga"	"Macaranga macropoda"	"tr.b"	102	119	3.733	8.8	"Ivohibe"	"Zafyson"
"Maca9"	"Euphorbiaceae"	"Macaranga"	"Macaranga macropoda"	"br"	110	129	5.303	12.1	"Ivohibe"	"Zafyson"
"MAC4"	"Euphorbiaceae"	"Macaranga"	"Macaranga sp."	"br"	36	43.35	18.541	43.2	"Fandriana"	"Samuelson"
"MAC1"	"Euphorbiaceae"	"Macaranga"	"Macaranga sp."	"br"	9	10.75	4.98	10.5	"Fandriana"	"Samuelson"
"MAC2"	"Euphorbiaceae"	"Macaranga"	"Macaranga sp."	"br"	6	10.45	4.93	10.7	"Fandriana"	"Samuelson"
"MAC3"	"Euphorbiaceae"	"Macaranga"	"Macaranga sp."	"br"	8	16.55	4.798	15.8	"Fandriana"	"Samuelson"
"MAC5"	"Euphorbiaceae"	"Macaranga"	"Macaranga sp."	"br"	10	19.05	8.262	18.9	"Fandriana"	"Samuelson"
"MAC6"	"Euphorbiaceae"	"Macaranga"	"Macaranga sp."	"br"	6	12.75	5.338	12.7	"Fandriana"	"Samuelson"
"MAC2"	"Euphorbiaceae"	"Macaranga"	"Macaranga sp."	"tr.b"	28	52.35	20.734	52.9	"Fandriana"	"Samuelson"
"MAC4"	"Euphorbiaceae"	"Macaranga"	"Macaranga sp."	"tr.b"	107	249.95	15.513	33.1	"Fandriana"	"Samuelson"
"MAC5"	"Euphorbiaceae"	"Macaranga"	"Macaranga sp."	"tr.b"	36	63.15	11.002	28.9	"Fandriana"	"Samuelson"
"MAC6"	"Euphorbiaceae"	"Macaranga"	"Macaranga sp."	"tr.b"	51	82.75	16.837	43.2	"Fandriana"	"Samuelson"
"MAC1"	"Euphorbiaceae"	"Macaranga"	"Macaranga sp."	"tr.b"	33	45.25	5.046	12.6	"Fandriana"	"Samuelson"
"MAC3"	"Euphorbiaceae"	"Macaranga"	"Macaranga sp."	"tr.b"	53	99.65	13.74	42.2	"Fandriana"	"Samuelson"
"MAC4"	"Euphorbiaceae"	"Macaranga"	"Macaranga sp."	"tr.m"	80	93.25	24.509	53.2	"Fandriana"	"Samuelson"
"MAC6"	"Euphorbiaceae"	"Macaranga"	"Macaranga sp."	"tr.m"	42	70.65	13.866	36.7	"Fandriana"	"Samuelson"
"MAC1"	"Euphorbiaceae"	"Macaranga"	"Macaranga sp."	"tr.m"	20	29.25	6.791	15.7	"Fandriana"	"Samuelson"
"MAC3"	"Euphorbiaceae"	"Macaranga"	"Macaranga sp."	"tr.m"	43	92.15	7.26	24.2	"Fandriana"	"Samuelson"
"MAC2"	"Euphorbiaceae"	"Macaranga"	"Macaranga sp."	"tr.m"	32	53.35	7	17.8	"Fandriana"	"Samuelson"
"MAC5"	"Euphorbiaceae"	"Macaranga"	"Macaranga sp."	"tr.m"	30	60.85	9.582	27.1	"Fandriana"	"Samuelson"
"MAC4"	"Euphorbiaceae"	"Macaranga"	"Macaranga sp."	"tr.h"	64	76.25	18.264	36.3	"Fandriana"	"Samuelson"
"MAC6"	"Euphorbiaceae"	"Macaranga"	"Macaranga sp."	"tr.h"	27	33.55	3.94	10.2	"Fandriana"	"Samuelson"
"MAC1"	"Euphorbiaceae"	"Macaranga"	"Macaranga sp."	"tr.h"	24	34.95	3.718	8	"Fandriana"	"Samuelson"
"MAC2"	"Euphorbiaceae"	"Macaranga"	"Macaranga sp."	"tr.h"	18	27.65	8.126	17.6	"Fandriana"	"Samuelson"
"MAC3"	"Euphorbiaceae"	"Macaranga"	"Macaranga sp."	"tr.h"	18	35.75	11.813	35.3	"Fandriana"	"Samuelson"
"MAC5"	"Euphorbiaceae"	"Macaranga"	"Macaranga sp."	"tr.h"	36	64.65	13.015	32.4	"Fandriana"	"Samuelson"
"H1"	"Euphorbiaceae"	"Securinega"	"Securinega capironii"	"br"	15.348	14.5	10.541	14.5	"Fort-Dauphin-Dry"	"Sarobidy"
"H1"	"Euphorbiaceae"	"Securinega"	"Securinega capironii"	"b"	28.315	25.4	20.521	25.4	"Fort-Dauphin-Dry"	"Sarobidy"
"H1"	"Euphorbiaceae"	"Securinega"	"Securinega capironii"	"m"	16.836	15.7	12.322	15.7	"Fort-Dauphin-Dry"	"Sarobidy"
"H1"	"Euphorbiaceae"	"Securinega"	"Securinega capironii"	"h"	19.557	18.1	14.485	18.1	"Fort-Dauphin-Dry"	"Sarobidy"
"H2"	"Euphorbiaceae"	"Securinega"	"Securinega capironii"	"br"	21.402	18	13.723	18	"Fort-Dauphin-Dry"	"Sarobidy"
"H2"	"Euphorbiaceae"	"Securinega"	"Securinega capironii"	"b"	26.946	22.6	18.15	22.6	"Fort-Dauphin-Dry"	"Sarobidy"
"H2"	"Euphorbiaceae"	"Securinega"	"Securinega capironii"	"m"	21.041	17.8	14.086	17.8	"Fort-Dauphin-Dry"	"Sarobidy"
"H2"	"Euphorbiaceae"	"Securinega"	"Securinega capironii"	"h"	15.429	13.3	10.101	13.3	"Fort-Dauphin-Dry"	"Sarobidy"
"H3"	"Euphorbiaceae"	"Securinega"	"Securinega capironii"	"br"	12.495	10.7	8.429	10.7	"Fort-Dauphin-Dry"	"Sarobidy"
"H3"	"Euphorbiaceae"	"Securinega"	"Securinega capironii"	"b"	24.376	20.4	17.13	20.4	"Fort-Dauphin-Dry"	"Sarobidy"
"H3"	"Euphorbiaceae"	"Securinega"	"Securinega capironii"	"m"	13.778	12.1	9.55	12.1	"Fort-Dauphin-Dry"	"Sarobidy"
"H3"	"Euphorbiaceae"	"Securinega"	"Securinega capironii"	"h"	10.38	9	6.957	9	"Fort-Dauphin-Dry"	"Sarobidy"
"H4"	"Euphorbiaceae"	"Securinega"	"Securinega capironii"	"br"	8.633	7.6	6.062	7.6	"Fort-Dauphin-Dry"	"Sarobidy"
"H4"	"Euphorbiaceae"	"Securinega"	"Securinega capironii"	"b"	13.996	11.9	9.987	11.9	"Fort-Dauphin-Dry"	"Sarobidy"
"H4"	"Euphorbiaceae"	"Securinega"	"Securinega capironii"	"m"	10.937	9.6	7.662	9.6	"Fort-Dauphin-Dry"	"Sarobidy"
"H4"	"Euphorbiaceae"	"Securinega"	"Securinega capironii"	"h"	6.733	6.1	4.635	6.1	"Fort-Dauphin-Dry"	"Sarobidy"
"H5"	"Euphorbiaceae"	"Securinega"	"Securinega capironii"	"br"	12.076	10.4	8.305	10.4	"Fort-Dauphin-Dry"	"Sarobidy"
"H5"	"Euphorbiaceae"	"Securinega"	"Securinega capironii"	"b"	19.767	17.4	13.724	17.4	"Fort-Dauphin-Dry"	"Sarobidy"
"H5"	"Euphorbiaceae"	"Securinega"	"Securinega capironii"	"m"	11.213	10	7.795	10	"Fort-Dauphin-Dry"	"Sarobidy"
"H5"	"Euphorbiaceae"	"Securinega"	"Securinega capironii"	"h"	7.897	7.3	5.408	7.3	"Fort-Dauphin-Dry"	"Sarobidy"
"H6"	"Euphorbiaceae"	"Securinega"	"Securinega capironii"	"br"	9.944	8.6	7.254	8.6	"Fort-Dauphin-Dry"	"Sarobidy"
"H6"	"Euphorbiaceae"	"Securinega"	"Securinega capironii"	"b"	7.87	6.9	5.35	6.9	"Fort-Dauphin-Dry"	"Sarobidy"
"H6"	"Euphorbiaceae"	"Securinega"	"Securinega capironii"	"m"	16.91	15	12.826	15	"Fort-Dauphin-Dry"	"Sarobidy"
"H6"	"Euphorbiaceae"	"Securinega"	"Securinega capironii"	"h"	13.862	12.5	10.487	12.5	"Fort-Dauphin-Dry"	"Sarobidy"
"H7"	"Euphorbiaceae"	"Securinega"	"Securinega capironii"	"br"	17.077	14.5	13.212	14.5	"Fort-Dauphin-Dry"	"Sarobidy"
"H7"	"Euphorbiaceae"	"Securinega"	"Securinega capironii"	"b"	19.06	15.8	14.016	15.8	"Fort-Dauphin-Dry"	"Sarobidy"
"H7"	"Euphorbiaceae"	"Securinega"	"Securinega capironii"	"m"	20.424	17.3	14.987	17.3	"Fort-Dauphin-Dry"	"Sarobidy"
"H7"	"Euphorbiaceae"	"Securinega"	"Securinega capironii"	"h"	16.051	14.2	11.53	14.2	"Fort-Dauphin-Dry"	"Sarobidy"
"H8"	"Euphorbiaceae"	"Securinega"	"Securinega capironii"	"br"	10.148	9.7	6.85	9.7	"Fort-Dauphin-Dry"	"Sarobidy"
"H8"	"Euphorbiaceae"	"Securinega"	"Securinega capironii"	"b"	19.885	16.3	16.639	16.3	"Fort-Dauphin-Dry"	"Sarobidy"
"H8"	"Euphorbiaceae"	"Securinega"	"Securinega capironii"	"m"	16.466	13.8	12.019	13.8	"Fort-Dauphin-Dry"	"Sarobidy"
"H8"	"Euphorbiaceae"	"Securinega"	"Securinega capironii"	"h"	14.143	12.4	10.129	12.4	"Fort-Dauphin-Dry"	"Sarobidy"
"H9"	"Euphorbiaceae"	"Securinega"	"Securinega capironii"	"br"	11.336	10.2	8.185	10.2	"Fort-Dauphin-Dry"	"Sarobidy"
"H9"	"Euphorbiaceae"	"Securinega"	"Securinega capironii"	"b"	23.85	21.4	17.423	21.4	"Fort-Dauphin-Dry"	"Sarobidy"
"H9"	"Euphorbiaceae"	"Securinega"	"Securinega capironii"	"m"	16.515	15.3	12.53	15.3	"Fort-Dauphin-Dry"	"Sarobidy"
"H9"	"Euphorbiaceae"	"Securinega"	"Securinega capironii"	"h"	14.589	13.5	11.37	13.5	"Fort-Dauphin-Dry"	"Sarobidy"
"A1"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	"br"	21.85	20.6	11.17	20.6	"Fort-Dauphin-Moist"	"Sarobidy"
"A1"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	"tr.b"	29.478	28	18.236	28	"Fort-Dauphin-Moist"	"Sarobidy"
"A1"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	"tr.m"	19.032	18.9	11.598	18.9	"Fort-Dauphin-Moist"	"Sarobidy"
"A1"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	"tr.h"	16.227	14.7	9.884	14.7	"Fort-Dauphin-Moist"	"Sarobidy"
"A2"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	"br"	25.526	25.3	12.798	25.3	"Fort-Dauphin-Moist"	"Sarobidy"
"A2"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	"tr.b"	23.759	19.2	14.913	19.2	"Fort-Dauphin-Moist"	"Sarobidy"
"A2"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	"tr.m"	21.394	21.2	11.835	21.2	"Fort-Dauphin-Moist"	"Sarobidy"
"A2"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	"tr.h"	8.18	8.2	4.935	8.2	"Fort-Dauphin-Moist"	"Sarobidy"
"A3"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	"br"	12.426	10.2	12.286	10.2	"Fort-Dauphin-Moist"	"Sarobidy"
"A3"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	"tr.b"	22.634	20	11.641	20	"Fort-Dauphin-Moist"	"Sarobidy"
"A3"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	"tr.m"	18.163	15.6	8.19	15.6	"Fort-Dauphin-Moist"	"Sarobidy"
"A3"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	"tr.h"	10.679	8.6	5.424	8.6	"Fort-Dauphin-Moist"	"Sarobidy"
"A4"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	"br"	10.318	10	5.773	10	"Fort-Dauphin-Moist"	"Sarobidy"
"A4"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	"tr.b"	17.366	16.4	9.352	16.4	"Fort-Dauphin-Moist"	"Sarobidy"
"A4"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	"tr.m"	16.806	16.7	9.691	16.7	"Fort-Dauphin-Moist"	"Sarobidy"
"A4"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	"tr.h"	14.203	14.1	8.21	14.1	"Fort-Dauphin-Moist"	"Sarobidy"
"A5"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	"br"	18.939	17.4	9.968	17.4	"Fort-Dauphin-Moist"	"Sarobidy"
"A5"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	"tr.b"	19.645	18.4	10.837	18.4	"Fort-Dauphin-Moist"	"Sarobidy"
"A5"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	"tr.m"	18.298	18.1	9.951	18.1	"Fort-Dauphin-Moist"	"Sarobidy"
"A5"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	"tr.h"	21.088	20	10.754	20	"Fort-Dauphin-Moist"	"Sarobidy"
"A6"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	"br"	19.555	17.9	11.687	17.9	"Fort-Dauphin-Moist"	"Sarobidy"
"A6"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	"tr.b"	20.049	18.4	10.463	18.4	"Fort-Dauphin-Moist"	"Sarobidy"
"A6"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	"tr.m"	22.705	21.6	12.882	21.6	"Fort-Dauphin-Moist"	"Sarobidy"
"A6"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	"tr.h"	18.023	17.1	9.517	17.1	"Fort-Dauphin-Moist"	"Sarobidy"
"A7"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	"br"	10.233	9.5	5.969	9.5	"Fort-Dauphin-Moist"	"Sarobidy"
"A7"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	"tr.b"	21.045	20	12.463	20	"Fort-Dauphin-Moist"	"Sarobidy"
"A7"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	"tr.m"	18.777	19.5	11.711	19.5	"Fort-Dauphin-Moist"	"Sarobidy"
"A7"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	"tr.h"	18.823	19.4	11.366	19.4	"Fort-Dauphin-Moist"	"Sarobidy"
"A8"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	"br"	13.978	13.9	7.902	13.9	"Fort-Dauphin-Moist"	"Sarobidy"
"A8"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	"tr.b"	20.061	19.2	11.033	19.2	"Fort-Dauphin-Moist"	"Sarobidy"
"A8"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	"tr.m"	12.018	12.5	6.994	12.5	"Fort-Dauphin-Moist"	"Sarobidy"
"A8"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	"tr.h"	18.401	18.5	10.774	18.5	"Fort-Dauphin-Moist"	"Sarobidy"
"A9"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	"br"	14.844	14.2	8.442	14.2	"Fort-Dauphin-Moist"	"Sarobidy"
"A9"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	"tr.b"	22.436	21.6	12.647	21.6	"Fort-Dauphin-Moist"	"Sarobidy"
"A9"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	"tr.m"	17.777	16.6	9.875	16.6	"Fort-Dauphin-Moist"	"Sarobidy"
"A9"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	"tr.h"	11.734	11.7	7.221	11.7	"Fort-Dauphin-Moist"	"Sarobidy"
"J1"	"Fabaceae"	"Albizzia"	"Albizzia mahaleo"	"br"	8.027	8.7	5.041	8.7	"Fort-Dauphin-Dry"	"Sarobidy"
"J1"	"Fabaceae"	"Albizzia"	"Albizzia mahaleo"	"b"	15.324	14	10.091	14	"Fort-Dauphin-Dry"	"Sarobidy"
"J1"	"Fabaceae"	"Albizzia"	"Albizzia mahaleo"	"m"	10.274	10.8	6.442	10.8	"Fort-Dauphin-Dry"	"Sarobidy"
"J1"	"Fabaceae"	"Albizzia"	"Albizzia mahaleo"	"h"	8.069	8.4	5.066	8.4	"Fort-Dauphin-Dry"	"Sarobidy"
