Tree	Locality	Latin_Binomial	Family	Trunk_diameter_cm	Total_height_m	Dry_weight_branch_kg	Dry_weight_trunk_kg	Dry_weight_leaf_kg	Dry_total_AGB_kg	Wood_specific_gravity	Forest_type
27	Fort-Dauphin-Moist	Brochoneura madagascariensis	Myristicaceae	16	22	14.4131762379434	126.115292082005	21.6197643569152	162.148232676864	0.495709487837594	moist-wet
28	Fort-Dauphin-Moist	Brochoneura madagascariensis	Myristicaceae	19	21	30.9580890734829	157.370286123538	36.1177705857301	224.446145782751	0.479545649540671	moist-wet
29	Fort-Dauphin-Moist	Brochoneura madagascariensis	Myristicaceae	20	24	25.8345603012125	174.690836322485	36.5989604267178	237.124357050415	0.480789977009433	moist-wet
30	Fort-Dauphin-Moist	Brochoneura madagascariensis	Myristicaceae	21	24	32.3991995026234	242.663392193118	36.366448421312	311.429040117054	0.539548256272123	moist-wet
31	Fort-Dauphin-Moist	Brochoneura madagascariensis	Myristicaceae	28	25	68.3451029346717	460.759902284578	125.868897904687	654.973903123937	0.518428004618456	moist-wet
32	Fort-Dauphin-Moist	Brochoneura madagascariensis	Myristicaceae	33	27	58.5566343923663	527.009709531296	67.3401295512212	652.906473474884	0.519541863039451	moist-wet
33	Fort-Dauphin-Moist	Brochoneura madagascariensis	Myristicaceae	35	33	108.804310685976	992.370350911746	176.338020766926	1277.51268236465	0.577556092658287	moist-wet
34	Fandriana	Calophyllum sp.	Clusiaceae	8.59872611464968	11	4.73116219903214	13.517606282949	1.3517606282949	19.600529110276	0.664447268366168	moist-wet
35	Fandriana	Calophyllum sp.	Clusiaceae	8.59872611464968	10.2	2.2857354512211	15.3470808867702	0.979600907666184	18.6124172456575	0.614003964334624	moist-wet
36	Fandriana	Calophyllum sp.	Clusiaceae	9.55414012738853	11	3.3448435625007	22.6706063680603	2.6015449930561	28.6169949236171	0.656724516984684	moist-wet
37	Fandriana	Calophyllum sp.	Clusiaceae	16.8789808917197	13	33.0441784098102	68.6800570870565	12.634538803751	114.358774300618	0.675134706988577	moist-wet
38	Fandriana	Calophyllum sp.	Clusiaceae	19.1082802547771	10.5	82.3322602288886	73.9160736277133	30.0055348389727	186.253868695574	0.668272915311242	moist-wet
39	Fandriana	Calophyllum sp.	Clusiaceae	19.1082802547771	12	26.9008614088669	166.112819199753	14.1229522396551	207.136632848275	0.674952424267179	moist-wet
40	Fandriana	Calophyllum sp.	Clusiaceae	28.6624203821656	12	140.422929283554	274.225422695178	41.4648351978731	456.113187176604	0.677152348921945	moist-wet
41	Fandriana	Calophyllum sp.	Clusiaceae	28.6624203821656	11	201.353369271494	308.693805841986	72.0405614567063	582.087736570186	0.684341058014497	moist-wet
42	Fandriana	Calophyllum sp.	Clusiaceae	29.9363057324841	11	180.179884050731	291.597240922917	74.278237914791	546.055362888439	0.67877361234376	moist-wet
43	Fandriana	Campylospermum sp.	Ochnaceae	6.36942675159236	7.8	3.17946901905413	11.923008821453	0.596150441072649	15.6986282815797	0.797004559415094	moist-wet
44	Fandriana	Campylospermum sp.	Ochnaceae	7.00636942675159	7.2	5.18465400254191	12.9616350063548	4.29585617353473	22.4421451824314	0.789753793036595	moist-wet
45	Fandriana	Campylospermum sp.	Ochnaceae	9.55414012738853	12	11.7886307505984	42.9938297962999	7.28121311066369	62.0636736575619	0.76378990318393	moist-wet
46	Fandriana	Campylospermum sp.	Ochnaceae	14.6496815286624	12.5	23.8376680383388	68.9703195242602	17.1631209876039	109.971108550203	0.730772058385521	moist-wet
47	Fandriana	Campylospermum sp.	Ochnaceae	16.5605095541401	16.6	26.7154528771558	153.758002170681	16.9133802387749	197.386835286611	0.804229521166337	moist-wet
48	Fandriana	Campylospermum sp.	Ochnaceae	28.6624203821656	14	115.655716296774	353.081877093325	42.9778039410974	511.715397331197	0.764248176666938	moist-wet
49	Fandriana	Canarium sp.	Burseraceae	8.59872611464968	7.7	8.58785545522034	12.1892141945063	1.38513797664844	22.1622076263751	0.423107363588982	moist-wet
50	Fandriana	Canarium sp.	Burseraceae	8.9171974522293	7.2	27.2811144615687	13.5176693278043	2.70353386556086	43.5023176549339	0.431128617648531	moist-wet
51	Fandriana	Canarium sp.	Burseraceae	9.23566878980892	6.3	5.18443036731381	12.1986596877972	2.13476544536451	19.5178555004755	0.50821282636279	moist-wet
52	Fandriana	Canarium sp.	Burseraceae	15.9235668789809	9.32	41.1178835996794	32.4105670726885	11.6097553693213	85.1382060416891	0.43378479321336	moist-wet
53	Fandriana	Canarium sp.	Burseraceae	17.8343949044586	9.2	21.2321052324455	46.0028946702987	6.72349999027442	73.9584998930186	0.356746508003014	moist-wet
54	Fandriana	Canarium sp.	Burseraceae	19.1082802547771	11.7	14.6116125890433	62.0993535034342	2.43526876484056	79.1462348573181	0.452818653498866	moist-wet
55	Fandriana	Canarium sp.	Burseraceae	28.0254777070064	13	49.2731656951758	150.595450082439	17.3497062306957	217.21832200831	0.542712412205031	moist-wet
56	Fandriana	Canarium sp.	Burseraceae	30.5732484076433	15.5	78.5093257442157	234.534188299176	14.5755710242426	327.619085067635	0.548453128765801	moist-wet
57	Fandriana	Canarium sp.	Burseraceae	35.031847133758	15	156.645312775783	625.021038824488	14.353952963518	796.02030456379	0.553772613264808	moist-wet
58	Ivohibe	Chrysophyllum boivinianum	Sapotaceae	7	8	2.22917448524735	5.94446529399293	2.97223264699647	11.1458724262367	0.493721962475693	moist-wet
59	Ivohibe	Chrysophyllum boivinianum	Sapotaceae	7.5	13.5	3.308598703248	6.36268981393846	3.308598703248	12.9798872204344	0.537850166715286	moist-wet
60	Ivohibe	Chrysophyllum boivinianum	Sapotaceae	8.5	10.5	5.17456620428161	13.4538721311322	4.13965296342529	22.7680912988391	0.495953291077102	moist-wet
61	Fort-Dauphin-Moist	Chrysophyllum boivinianum	Sapotaceae	14	15	11.8040976785019	116.177171888414	6.83395128755375	134.815220854469	0.481858975846299	moist-wet
62	Fort-Dauphin-Moist	Chrysophyllum boivinianum	Sapotaceae	14	20	17.4790902743796	117.230450288511	18.6845447760609	153.394085338952	0.559821861644765	moist-wet
63	Fort-Dauphin-Moist	Chrysophyllum boivinianum	Sapotaceae	14	18	10.3755185735968	74.9343008093099	17.2925309559946	102.602350338901	0.490865571691766	moist-wet
64	Bealanana	Chrysophyllum boivinianum	Sapotaceae	14.9	12.2	11.5779859219919	49.1667895317464	14.9086394064005	75.6534148601389	0.600026957435307	moist-wet
65	Ivohibe	Chrysophyllum boivinianum	Sapotaceae	17	10.5	12.6609927375237	63.3049636876184	5.06439709500947	81.0303535201515	0.498997165208409	moist-wet
66	Ivohibe	Chrysophyllum boivinianum	Sapotaceae	17	14.5	26.3743255315188	81.191551146048	22.2371764285354	129.803053106102	0.521146603349596	moist-wet
67	Ivohibe	Chrysophyllum boivinianum	Sapotaceae	17.5	13.5	14.1663450169276	38.5639392127474	12.0676272366421	64.7979114663171	0.519189586111614	moist-wet
68	Fort-Dauphin-Moist	Chrysophyllum boivinianum	Sapotaceae	19	19	19.4029957616584	190.334148900078	44.0417205383675	253.778865200103	0.550982555170779	moist-wet
69	Bealanana	Chrysophyllum boivinianum	Sapotaceae	19.2	13.56	10.2954636762735	82.2245815226708	6.81726648834326	99.3373116872875	0.587090762716777	moist-wet
70	Bealanana	Chrysophyllum boivinianum	Sapotaceae	20.5	12	61.2144873552735	88.9133504119583	66.0617883901933	216.189626157425	0.616880774348742	moist-wet
71	Fort-Dauphin-Moist	Chrysophyllum boivinianum	Sapotaceae	23	24	24.0588742725727	232.373517364361	64.548199267878	320.980590904812	0.492836671568842	moist-wet
72	Ivohibe	Chrysophyllum boivinianum	Sapotaceae	25	16	59.2805681266613	140.211430699582	38.6612400826052	238.153238908848	0.496903003985848	moist-wet
73	Fort-Dauphin-Moist	Chrysophyllum boivinianum	Sapotaceae	26	29	18.2476866934987	426.17177955139	10.0067959286929	454.426262173582	0.524638265429465	moist-wet
74	Ivohibe	Chrysophyllum boivinianum	Sapotaceae	28	16	69.6171350302418	143.709657312428	29.8359150129608	243.16270735563	0.489863330893463	moist-wet
75	Ivohibe	Chrysophyllum boivinianum	Sapotaceae	29	17	76.0783998426774	149.670577468274	41.7685332469602	267.517510557911	0.478359466554284	moist-wet
76	Bealanana	Chrysophyllum boivinianum	Sapotaceae	29	19.17	34.7456070740062	275.41003254249	61.4435183919007	371.599158008397	0.532937664042591	moist-wet
77	Fort-Dauphin-Moist	Chrysophyllum boivinianum	Sapotaceae	30	24	56.9388409215701	270.820781439143	332.095067100934	659.854689461647	0.475489175476655	moist-wet
78	Bealanana	Chrysophyllum boivinianum	Sapotaceae	33.6	22.3	168.343358094368	447.404285326388	65.2312230322227	680.978866452979	0.549833871358498	moist-wet
79	Bealanana	Chrysophyllum boivinianum	Sapotaceae	34.3	18.9	192.241608480555	117.364419911389	62.8129130028553	372.4189413948	0.538247304819748	moist-wet
80	Fort-Dauphin-Moist	Chrysophyllum boivinianum	Sapotaceae	35	20	11.0402849804653	433.543498655964	197.451250612168	642.035034248598	0.49453069012654	moist-wet
81	Fort-Dauphin-Moist	Chrysophyllum boivinianum	Sapotaceae	37	26	9.226381807147	477.329576434458	42.6041748153553	529.16013305696	0.517172129935098	moist-wet
82	Bealanana	Chrysophyllum boivinianum	Sapotaceae	47	27.96	683.931310057387	687.586524897361	116.154604914734	1487.67243986948	0.550112307105535	moist-wet
83	Bealanana	Chrysophyllum boivinianum	Sapotaceae	50.6	28.1	610.686210825581	1037.00154034379	130.048527593735	1777.73627876311	0.573327221742744	moist-wet
84	Bealanana	Chrysophyllum boivinianum	Sapotaceae	52	26.75	921.924656303075	903.975680693635	183.841022908814	2009.74135990552	0.601398032893457	moist-wet
85	Bealanana	Colea sp.	Bignoniaceae	16.2	15.5	42.2033940227942	94.7690821490873	29.6768233027419	166.649299474623	0.76287653038861	moist-wet
86	Bealanana	Colea sp.	Bignoniaceae	37.7	26	426.548976331192	556.104413202258	82.981077287037	1065.63446682049	0.769158565281243	moist-wet
87	Bealanana	Croton argyrodaphne	Euphorbiaceae	17.3	14.1	20.026680489341	59.7434586026558	13.1267317493159	92.8968708413127	0.715953688040942	moist-wet
88	Bealanana	Croton argyrodaphne	Euphorbiaceae	31	15.42	144.99826424178	280.131635775966	19.4166142181218	444.546514235869	0.657751281989058	moist-wet
89	Bealanana	Croton argyrodaphne	Euphorbiaceae	31.3	20.5	112.402896621958	320.04010121735	40.3535203277263	472.796518167033	0.629485803754527	moist-wet
90	Bealanana	Croton argyrodaphne	Euphorbiaceae	31.6	19.91	220.778499489199	362.199573466541	27.4760943727407	610.454167328481	0.668148204172472	moist-wet
91	Bealanana	Croton argyrodaphne	Euphorbiaceae	46	30.44	365.987614992453	910.334390395853	47.2434993209212	1323.56550470923	0.61116418764288	moist-wet
92	Bealanana	Croton cuspidata	Euphorbiaceae	17.3	16.27	27.5017217372809	63.4831410102234	12.0320032600604	103.016866007565	0.352785519658305	moist-wet
93	Bealanana	Croton cuspidata	Euphorbiaceae	44.1	14.24	454.510481811977	288.36294835783	12.0345963050472	754.908026474854	0.390141867495882	moist-wet
94	Bealanana	Croton cuspidata	Euphorbiaceae	46.5	29.86	387.076726592989	405.018272329213	35.1557315101681	827.25073043237	0.379104117444635	moist-wet
95	Bealanana	Croton mongue	Euphorbiaceae	16	10.18	15.9384121499116	42.3461734571181	17.6572605190197	75.9418461260494	0.527021279629191	moist-wet
96	Bealanana	Cryptocarya acuminata	Lauraceae	11	11.56	17.1436098910309	26.5725953310978	8.71466836127402	52.4308735834027	0.559603669379006	moist-wet
97	Bealanana	Cryptocarya acuminata	Lauraceae	11.9	14.2	12.2364283554267	39.7059613982212	3.9955684425883	55.9379581962362	0.509941181275911	moist-wet
