DryDensityGenus	Genus	WetDensityGenus	MoistureGenus
0.656174589422348	Albizzia	1.06454524519111	38.1798115100784
0.794067905540414	Anthocleista	1.20716351189603	34.2169060228092
0.615323186488902	Aphloia	1.16650955064676	47.7339971584655
0.571072366316025	Bathiorhamnus	1.01127834106202	43.4907147552504
0.504479075980417	Brochoneura 	0.834281621558888	39.2156003135016
0.667463065651317	Calophyllum	0.960775991404871	30.1258291211006
0.774966335309069	Campylospermum	1.07881052640317	27.7955296860457
0.47230410183902	Canarium	0.795580761859941	39.5951917483486
0.52851982850833	Chrysophyllum	0.956348075159633	45.1532441993729
0.766017547834927	Colea	1.17011255489646	34.409085274734
0.547950661091988	Croton	0.94093640744747	42.5927650907454
0.534618453085188	Cryptocarya	0.931978295885236	42.0390898598985
0.561558506556431	Denbollia	0.879141659231108	35.8251723581863
0.268828602381209	Dombeya	0.517204409060755	47.9998424838945
0.78465378914541	Doratoxylon	1.18113063511612	33.4379293471795
0.697157818604703	Drypetes	1.08972305781603	35.7860071670087
0.683317298048091	Erythroxyllum	1.04598013422778	34.6668173756629
0.642154712662486	Eugenia	0.998782421935561	34.685371182301
0.492766991747648	Ficus	0.98409893709995	49.9289504066734
0.356279084783961	Grewia	0.766522506644551	53.4109112677119
0.471300991170663	Harungana	0.851664560881745	44.5778498022922
0.773105130957582	Homalium	1.30405260745656	40.6979531249353
0.689728753606541	Hypêracanthus	1.06604665907406	37.9413318688728
0.409596145398511	Macaranga	0.755979961415411	44.7915395810381
0.709899522779122	Mammea	1.16195302336584	39.0778770239351
0.639883864598958	Mascarenhasia	1.13813817215951	43.7212513453399
0.784771487929104	Noronhia	1.15444118450752	32.021148207618
0.574741130211797	Ocotea	0.951845926931209	39.0981084470285
0.51051755175642	Oncostemum	1.08856463974383	52.8955009840003
0.684468645702756	Psorospermum	1.27009388461001	46.1012511972441
0.587223266954349	Rhus	1.082204952891	45.5987567325085
0.50820826616253	Schefflera	0.762214093281165	32.7396239480087
0.631751955252829	Streblus	1.03992068453511	39.19057094486
0.644905412537749	Symphonia	0.952272050285586	32.007052626167
0.678240619529814	Syzygium	1.21994819720078	44.3983407105208
0.509466729061787	Tambourissa	1.01350832651768	49.8518067617131
0.752231833854231	Tisonia	1.09498990186176	31.3495490677467
0.619970803948635	Trophis	1.08980326609581	43.1934940123774
0.601649134874455	Uapaca	1.05759469335782	43.2097430964009
0.624648210714253	Weinmannia	0.981786651130189	35.8583400466704
